avg_price,avg_rating,avg_cis_score,avg_reviews,total_products,grade_1_comp,top_sellers_est,total_est_orders,avg_position,avg_bsr
26.293541666666666,4.4312499999999995,0.6212466593383755,1639.9791666666667,48,6,17,1574380,9.208333333333334,5584.979166666667
